from,to,car,incoming_time,boarding_time,attended_time,dist_d,n_call,n_floor,car_position_call,car_direction_call,car_queue_buttons,car_queue_floor,dist_d_deny1,n_call_deny1,n_floor_deny1,car_position_deny1,car_direction_deny1,car_queue_buttons_deny1,car_queue_floor_deny1,dist_d_deny2,n_call_deny2,n_floor_deny2,car_position_deny2,car_direction_deny2,car_queue_buttons_deny2,car_queue_floor_deny2,dist_d_deny3,n_call_deny3,n_floor_deny3,car_position_deny3,car_direction_deny3,car_queue_buttons_deny3,car_queue_floor_deny3,waiting_time,journey_time,total_time
7,0,e_0,529,567,600,12,6,1,12,2,1,5,10,6,3,11,5,1,5,15,5,2,6,5,1,4,12,6,1,1,5,1,5,38,33,71
7,0,e_0,559,567,600,5,5,1,9,4,1,5,2,6,0,9,4,1,5,7,4,0,14,4,1,3,5,5,1,8,5,1,4,8,33,41
6,0,e_0,528,572,600,13,5,2,12,5,1,5,11,6,3,11,2,1,5,16,5,3,6,5,1,4,13,5,2,1,2,0,5,44,28,72
6,0,e_0,541,572,600,10,5,2,15,4,1,5,9,6,1,13,5,1,5,13,4,2,9,5,1,3,10,5,2,4,5,1,4,31,28,59
6,0,e_0,548,572,600,8,6,2,13,4,1,5,7,6,1,13,4,1,5,10,5,1,12,5,1,4,8,6,2,6,5,1,5,24,28,52
6,0,e_0,568,572,600,12,6,2,7,4,1,4,1,5,0,7,4,1,4,5,4,0,11,4,1,3,12,6,2,10,5,1,5,4,28,32
5,0,e_0,509,577,600,29,4,4,5,5,1,2,17,5,5,6,5,0,5,22,3,1,1,5,0,3,29,4,4,4,4,1,3,68,23,91
4,0,e_0,512,582,600,29,5,5,6,5,1,3,17,5,5,7,5,0,5,23,3,1,1,5,1,2,29,5,5,3,4,1,4,70,18,88
9,0,e_1,494,519,600,28,3,3,1,5,0,3,20,3,2,1,5,0,3,24,3,3,3,4,1,2,28,3,3,7,1,1,2,25,81,106
10,0,e_1,481,524,600,30,2,2,2,1,1,1,23,4,4,3,4,1,3,26,4,4,6,4,1,3,30,2,2,10,1,1,1,43,76,119
10,0,e_1,494,524,600,27,3,3,1,5,0,4,19,3,2,1,5,0,3,23,3,3,3,4,1,2,27,3,3,7,1,1,2,30,76,106
10,0,e_1,522,524,600,20,5,5,10,5,1,5,10,6,2,10,5,1,5,14,5,2,4,5,1,4,20,5,5,0,4,1,4,2,76,78
11,0,e_1,496,529,600,26,3,3,2,5,0,4,17,3,2,2,5,0,3,21,3,3,2,4,1,2,26,3,3,7,4,1,2,33,71,104
12,0,e_1,490,534,600,26,4,4,0,5,0,2,18,3,1,0,5,0,3,22,2,2,4,4,1,1,26,4,4,8,4,1,3,44,66,110
13,0,e_1,517,539,600,18,5,5,9,5,0,5,9,5,1,8,5,1,4,12,4,1,3,5,1,3,18,5,5,1,4,1,4,22,61,83
13,0,e_1,533,539,600,11,6,0,12,2,1,4,4,7,1,13,5,1,6,8,4,1,7,5,1,3,11,6,0,2,5,1,5,6,61,67
13,0,e_1,535,539,600,10,6,0,12,5,1,4,4,7,1,13,5,1,6,8,4,1,7,5,1,3,10,6,0,3,5,1,5,4,61,65
14,0,e_1,474,544,600,28,3,3,4,4,1,2,20,4,4,4,4,1,3,23,5,5,7,1,1,4,28,3,3,12,4,1,2,70,56,126
14,0,e_1,538,544,600,10,6,0,13,2,1,5,2,7,1,14,5,1,6,6,4,0,8,5,1,3,10,6,0,4,5,1,5,6,56,62
7,0,e_1,537,567,600,10,6,1,13,5,1,5,9,7,1,14,5,1,6,13,4,2,8,5,1,3,10,6,1,3,5,1,5,30,33,63
6,0,e_1,527,572,600,13,6,2,11,5,1,5,13,6,2,11,5,1,5,17,5,3,5,5,1,4,13,6,2,1,5,0,6,45,28,73
5,0,e_1,527,577,600,14,6,3,11,5,1,4,14,6,2,11,5,1,5,18,5,3,5,5,1,4,14,6,3,1,5,0,6,50,23,73
3,0,e_1,542,585,600,13,5,4,14,5,1,5,12,6,4,15,4,1,5,15,4,2,10,5,1,3,13,5,4,4,5,1,4,43,15,58
1,0,e_2,428,511,612,25,1,1,7,5,1,2,14,6,3,9,5,1,5,30,4,4,1,4,1,3,25,1,1,4,5,0,1,83,101,184
4,0,e_2,474,522,612,8,3,2,7,1,1,3,30,3,3,4,4,1,2,30,3,3,4,4,1,2,8,3,2,12,4,1,2,48,90,138
4,0,e_2,515,522,612,28,5,5,2,5,1,2,19,5,2,7,5,1,4,16,5,5,8,5,0,5,28,5,5,2,4,1,4,7,90,97
7,0,e_2,516,533,612,25,5,5,2,5,1,2,15,5,2,8,5,1,4,13,5,5,8,5,0,5,25,5,5,2,4,1,4,17,79,96
12,0,e_2,521,550,612,19,4,4,4,3,1,3,9,5,1,9,5,1,4,7,6,2,9,5,1,5,19,4,4,1,4,1,3,29,62,91
14,0,e_2,506,558,612,20,5,5,0,5,0,2,12,3,1,4,5,1,2,9,5,0,5,5,0,5,20,5,5,4,4,1,4,52,54,106
14,0,e_2,549,558,612,8,5,0,12,2,1,3,29,6,6,13,4,1,5,29,6,6,13,4,1,5,8,5,0,6,2,1,4,9,54,63
8,0,e_2,574,578,612,10,7,2,9,4,1,3,28,5,5,6,4,1,4,28,4,4,6,4,1,3,10,7,2,12,5,1,6,4,34,38
6,0,e_2,557,586,612,7,5,1,14,2,1,2,4,6,1,10,4,1,5,4,6,1,10,4,1,5,7,5,1,7,5,1,4,29,26,55
5,0,e_2,546,591,612,10,5,3,11,5,1,3,9,6,2,14,4,1,5,9,6,2,14,4,1,5,10,5,3,5,5,1,4,45,21,66
5,0,e_2,582,591,612,11,8,1,7,4,1,3,29,3,3,4,4,1,2,29,4,4,4,4,1,3,11,8,1,14,5,1,7,9,21,30
5,0,e_2,583,591,612,11,8,1,7,4,1,3,29,3,3,4,4,1,2,28,4,4,3,4,1,3,11,8,1,14,5,1,7,8,21,29
4,0,e_2,590,596,612,10,9,5,5,1,1,1,28,2,2,2,4,1,1,28,3,3,2,4,1,2,10,9,5,14,4,1,8,6,16,22
2,0,e_2,521,604,612,29,4,4,4,3,1,2,19,5,2,9,5,1,4,17,6,5,9,5,1,5,29,4,4,1,4,1,3,83,8,91
2,0,e_2,588,604,612,13,9,7,6,4,1,2,30,3,3,2,4,1,2,30,3,3,2,4,1,2,13,9,7,15,4,1,8,16,8,24
1,0,e_3,501,529,654,4,4,1,5,4,1,3,26,3,3,3,5,0,3,24,5,5,3,5,0,5,30,2,2,1,4,1,1,28,125,153
1,0,e_3,512,529,654,2,5,0,3,4,1,4,23,4,2,6,5,1,3,20,5,5,7,5,0,5,26,3,2,1,5,1,2,17,125,142
4,0,e_3,488,540,654,5,2,1,9,4,1,1,26,4,4,0,4,1,3,26,3,3,0,4,1,2,30,3,3,4,4,1,2,52,114,166
5,0,e_3,483,545,654,5,2,1,10,4,1,1,27,4,4,2,4,1,3,27,3,3,2,4,1,2,30,4,4,5,4,1,3,62,109,171
6,0,e_3,524,550,654,8,4,1,0,5,0,4,14,6,2,10,5,1,5,12,5,4,10,5,1,4,18,5,3,4,5,1,4,26,104,130
7,0,e_3,490,555,654,1,3,0,8,4,1,2,23,3,2,0,5,0,3,21,2,2,0,5,0,2,27,2,2,4,4,1,1,65,99,164
10,0,e_3,526,566,654,10,5,0,0,5,0,5,9,6,2,11,5,1,5,8,5,4,10,5,1,4,13,5,2,5,5,1,4,40,88,128
11,0,e_3,567,571,654,7,5,1,10,5,1,4,26,5,5,7,4,1,4,26,5,5,7,4,1,4,30,4,4,11,4,1,3,4,83,87
14,0,e_3,563,582,654,5,5,0,9,5,1,4,24,6,6,8,4,1,5,24,6,6,8,4,1,5,29,4,4,13,4,1,3,19,72,91
14,0,e_3,574,582,654,4,7,1,12,5,1,6,22,5,5,6,4,1,4,22,4,4,6,4,1,3,25,5,5,9,4,1,4,8,72,80
15,0,e_3,569,587,654,4,6,0,11,5,1,5,22,6,6,7,4,1,5,22,5,5,7,4,1,4,26,4,4,11,4,1,3,18,67,85
12,0,e_3,577,598,654,5,7,2,13,5,1,6,23,4,4,5,4,1,3,23,3,3,5,4,1,2,26,4,4,8,1,1,3,21,56,77
12,0,e_3,578,598,654,5,8,2,13,5,1,7,23,4,4,5,4,1,3,23,3,3,5,4,1,2,26,4,4,8,4,1,3,20,56,76
11,0,e_3,591,603,654,3,9,1,14,4,1,8,21,2,2,2,4,1,1,21,3,3,2,4,1,2,24,3,3,5,4,1,2,12,51,63
10,0,e_3,573,608,654,9,6,2,11,5,1,5,26,5,5,6,4,1,4,26,4,4,6,4,1,3,29,4,4,9,4,1,3,35,46,81
1,0,e_1,579,605,688,16,8,2,5,4,1,2,4,4,2,5,4,1,3,7,4,3,8,4,1,3,16,8,2,13,5,1,7,26,83,109
2,0,e_1,536,610,688,15,6,5,12,5,1,4,14,7,1,14,5,1,6,18,4,2,8,5,1,3,15,6,5,3,5,1,5,74,78,152
3,0,e_1,547,615,688,12,6,3,13,4,1,5,10,6,4,13,4,1,5,14,5,2,11,5,1,4,12,6,3,5,5,1,5,68,73,141
3,0,e_1,572,615,688,16,6,2,6,4,1,3,3,5,2,6,4,1,4,7,4,2,10,4,1,3,16,6,2,11,5,1,5,43,73,116
3,0,e_1,599,615,688,9,10,7,0,3,1,3,3,4,4,0,3,1,4,30,3,3,3,4,1,2,9,10,7,12,4,1,9,16,73,89
4,0,e_1,600,620,688,8,10,6,0,5,0,3,22,4,2,0,5,0,4,29,3,3,3,4,1,2,8,10,6,12,4,1,9,20,68,88
4,0,e_1,601,620,688,7,10,5,0,5,0,5,22,4,2,0,5,0,4,29,3,3,3,4,1,2,7,10,5,11,4,1,9,19,68,87
10,0,e_1,600,640,688,2,10,1,0,5,0,4,16,4,1,0,5,0,4,23,3,3,3,4,1,2,2,10,1,12,4,1,9,40,48,88
11,0,e_1,635,645,688,23,8,8,9,5,1,3,10,3,2,9,5,1,2,12,2,1,7,5,1,1,23,8,8,4,1,1,7,10,43,53
8,0,e_1,647,656,688,24,8,8,11,4,1,2,9,2,1,13,5,1,1,11,2,1,11,5,1,1,24,8,8,2,4,1,7,9,32,41
7,0,e_1,633,661,688,28,8,8,8,5,1,2,14,3,2,9,5,1,2,17,2,1,6,5,1,1,28,8,8,5,4,1,7,28,27,55
5,0,e_1,657,669,688,14,8,4,8,4,1,2,10,1,0,15,4,1,0,11,2,1,14,5,1,1,14,8,4,1,5,0,8,12,19,31
5,0,e_1,662,669,688,13,8,4,7,4,1,2,8,1,0,13,4,1,0,10,1,0,15,4,1,0,13,8,4,2,5,1,7,7,19,26
4,0,e_1,627,674,688,2,8,1,6,5,1,1,19,3,2,7,5,1,2,22,2,1,4,5,1,1,2,8,1,6,4,1,7,47,14,61
4,0,e_1,640,674,688,29,8,8,10,5,1,3,15,3,2,11,5,1,2,18,2,1,8,5,1,1,29,8,8,3,1,1,7,34,14,48
1,0,e_0,522,605,706,29,5,5,10,5,1,4,17,6,4,10,5,1,5,23,5,3,4,5,1,4,29,5,5,0,4,1,4,83,101,184
1,0,e_0,591,605,706,13,9,8,2,4,1,1,1,3,0,2,4,1,2,4,3,2,5,4,1,2,13,9,8,14,4,1,8,14,101,115
2,0,e_0,569,610,706,15,6,1,7,4,1,4,5,5,3,7,4,1,4,9,4,2,11,4,1,3,15,6,1,11,5,1,5,41,96,137
5,0,e_0,592,621,706,9,10,6,2,4,1,1,27,3,3,2,4,1,2,30,3,3,5,4,1,2,9,10,6,14,4,1,9,29,85,114
13,0,e_0,596,647,706,29,10,10,1,4,1,2,18,3,3,1,4,1,2,21,2,2,4,4,1,1,29,10,10,12,4,1,9,51,59,110
15,0,e_0,609,655,706,25,8,8,2,2,1,2,13,4,0,2,2,1,3,16,3,3,1,4,1,2,25,8,8,10,4,1,7,46,51,97
15,0,e_0,643,655,706,18,8,8,12,5,1,2,4,4,0,11,5,1,3,6,2,0,9,5,1,1,18,8,8,3,4,1,7,12,51,63
6,0,e_0,679,684,706,19,6,4,7,4,1,1,27,1,1,3,4,1,0,3,1,0,9,4,1,0,19,6,4,5,5,1,5,5,22,27
5,0,e_0,676,689,706,10,5,4,8,4,1,0,29,1,1,4,4,1,0,5,1,0,10,4,1,0,10,5,4,5,2,1,4,13,17,30
2,0,e_2,593,620,708,11,10,8,5,4,1,2,29,4,4,1,4,1,3,29,4,4,1,4,1,3,11,10,8,13,4,1,9,27,88,115
15,0,e_2,598,661,708,27,10,10,4,4,1,1,15,5,5,0,4,1,4,15,4,4,0,4,1,3,27,10,10,12,4,1,9,63,47,110
5,0,e_0,707,725,742,13,2,1,0,3,0,0,6,2,1,3,5,1,1,5,0,0,0,3,1,0,13,2,1,12,5,1,1,18,17,35
5,0,e_2,709,727,744,12,2,1,0,3,0,0,5,1,0,0,5,0,1,6,2,1,3,5,1,1,12,2,1,13,5,1,1,18,17,35
2,0,e_1,693,702,764,19,4,2,0,3,0,0,2,1,0,4,4,1,0,3,1,0,5,4,1,0,19,4,2,9,5,1,3,9,62,71
3,0,e_1,698,707,764,17,3,1,1,5,0,1,29,1,1,2,4,1,0,30,1,1,3,4,1,0,17,3,1,10,5,1,2,9,57,66
7,0,e_1,703,721,764,12,2,1,2,5,1,1,24,1,1,1,4,1,0,24,1,1,1,4,1,0,12,2,1,11,5,1,1,18,43,61
10,0,e_1,712,732,764,6,2,1,4,5,1,1,9,1,0,1,5,0,1,10,1,0,0,5,0,1,6,2,1,14,5,1,1,20,32,52
2,0,e_3,547,662,764,13,5,3,5,5,1,4,11,6,4,13,4,1,5,11,6,4,13,4,1,5,15,5,2,11,5,1,4,115,102,217
3,0,e_3,546,667,764,12,4,3,5,5,1,3,11,6,4,14,4,1,5,11,6,3,14,4,1,5,14,4,2,11,5,1,3,121,97,218
4,0,e_3,555,672,764,9,4,1,7,5,1,3,7,6,3,11,4,1,5,7,6,3,11,4,1,5,11,4,1,13,5,1,3,117,92,209
5,0,e_3,597,677,764,7,9,5,12,1,1,8,26,4,4,1,4,1,3,26,3,3,1,4,1,2,29,2,2,4,4,1,1,80,87,167
6,0,e_3,584,682,764,10,8,1,14,5,1,7,28,3,3,4,4,1,2,27,3,3,3,1,1,2,30,4,4,6,4,1,3,98,82,180
6,0,e_3,587,682,764,9,9,4,15,4,1,8,27,3,3,3,4,1,2,27,3,3,3,4,1,2,30,3,3,6,4,1,2,95,82,177
6,0,e_3,590,682,764,8,9,4,14,4,1,8,26,2,2,2,4,1,1,26,3,3,2,4,1,2,29,3,3,5,1,1,2,92,82,174
6,0,e_3,594,682,764,7,10,5,13,4,1,9,25,3,3,1,1,1,2,25,3,3,1,1,1,2,28,3,3,4,4,1,2,88,82,170
8,0,e_3,581,690,764,8,7,1,14,2,1,6,26,3,3,4,1,1,2,26,4,4,4,4,1,3,29,4,4,7,4,1,3,109,74,183
9,0,e_3,584,695,764,7,9,1,14,5,1,8,25,3,3,4,4,1,2,24,3,3,3,1,1,2,27,4,4,6,4,1,3,111,69,180
9,0,e_3,590,695,764,5,9,2,14,4,1,8,23,2,2,2,4,1,1,23,3,3,2,4,1,2,26,3,3,5,1,1,2,105,69,174
10,0,e_3,586,700,764,5,9,0,15,2,1,8,23,3,3,3,4,1,2,23,3,3,3,4,1,2,26,3,3,6,4,1,2,114,64,178
10,0,e_3,592,700,764,4,10,2,14,4,1,9,22,3,3,2,4,1,2,22,3,3,2,4,1,2,25,3,3,5,4,1,2,108,64,172
15,0,e_3,678,717,764,10,5,0,5,5,1,4,23,2,2,8,4,1,1,18,1,1,3,4,1,0,25,1,1,10,4,1,0,39,47,86
2,0,e_1,768,777,785,2,0,0,0,3,0,0,14,2,2,8,5,0,2,8,1,1,8,5,0,1,2,0,0,0,3,0,0,9,8,17
9,0,e_2,737,773,802,30,1,1,2,4,1,0,22,2,2,1,4,1,1,30,1,1,9,4,1,0,30,1,1,9,4,1,0,36,29,65
10,0,e_0,732,774,844,30,1,1,3,4,1,0,30,1,1,10,4,1,0,24,1,1,4,4,1,0,30,1,1,10,4,1,0,42,70,112
12,0,e_0,740,782,844,26,1,1,0,4,1,1,26,1,1,8,4,1,0,19,2,2,1,4,1,1,26,1,1,8,4,1,0,42,62,104
15,0,e_0,772,793,844,15,0,0,10,5,0,2,14,1,0,1,5,0,1,24,0,0,9,2,0,0,15,0,0,0,3,0,0,21,51,72
15,0,e_0,782,793,844,13,1,0,12,5,1,1,16,1,1,1,4,1,0,21,1,1,6,4,1,0,13,1,0,2,5,0,1,11,51,62
15,0,e_0,790,793,844,10,1,0,14,5,1,1,15,0,0,0,3,0,0,19,1,1,4,4,1,0,10,1,0,5,5,0,1,3,51,54
13,0,e_0,796,801,844,6,1,0,14,4,1,1,13,0,0,0,3,0,0,19,1,1,2,4,1,0,6,1,0,7,5,0,1,5,43,48
11,0,e_0,794,809,844,9,1,1,15,4,1,0,11,0,0,0,3,0,0,21,1,1,2,4,1,0,9,1,1,6,5,0,1,15,35,50
1,0,e_1,847,853,858,5,1,0,0,3,0,0,3,1,1,0,5,0,1,1,0,0,0,3,0,0,5,1,0,6,4,1,0,6,5,11
2,0,e_0,845,854,862,5,1,0,0,3,0,0,2,0,0,0,3,0,0,2,0,0,0,3,0,0,5,1,0,7,4,1,0,9,8,17
13,0,e_3,774,816,867,13,0,0,0,3,0,0,7,3,1,10,5,1,2,12,1,0,1,5,0,1,26,1,1,9,4,1,0,42,51,93
14,0,e_3,810,821,867,3,2,0,11,5,0,2,27,1,1,11,4,1,0,14,0,0,0,3,0,0,14,0,0,0,3,0,0,11,46,57
11,0,e_3,810,832,867,4,1,1,11,5,0,1,30,1,1,11,4,1,0,11,0,0,0,3,0,0,11,0,0,0,3,0,0,22,35,57
1,0,e_0,864,870,875,30,1,1,0,3,0,0,8,1,1,1,5,0,1,23,2,2,4,5,0,2,30,1,1,1,4,1,0,6,5,11
1,0,e_0,876,882,887,1,0,0,0,3,0,0,4,1,0,5,5,0,1,19,2,2,8,5,0,2,1,0,0,0,3,0,0,6,5,11
5,0,e_1,860,878,895,27,1,1,0,3,0,0,25,1,1,0,4,1,0,21,2,2,2,5,0,2,27,1,1,2,4,1,0,18,17,35
3,0,e_3,878,890,901,3,0,0,0,3,0,0,3,1,0,0,5,0,1,2,1,0,5,4,1,0,17,2,2,8,5,0,2,12,11,23
2,0,e_0,889,898,906,5,0,0,0,3,0,0,30,1,1,2,4,1,0,14,1,1,12,2,0,1,5,0,0,3,2,0,0,9,8,17
12,0,e_2,851,890,942,23,1,1,0,3,0,0,11,1,0,1,5,0,1,11,1,0,1,5,0,1,23,1,1,5,4,1,0,39,52,91
14,0,e_2,858,898,942,19,1,1,2,5,0,1,17,1,1,1,4,1,0,14,0,0,0,3,0,0,19,1,1,3,4,1,0,40,44,84
4,0,e_2,25,40,62,4,0,0,0,3,0,0,19,1,1,3,5,0,1,17,1,1,1,5,0,1,4,0,0,0,3,0,0,15,22,37
5,0,e_2,34,45,62,5,0,0,2,5,0,1,15,1,1,6,5,0,1,13,1,1,4,5,0,1,5,0,0,0,3,0,0,11,17,28
9,0,e_1,41,49,92,9,0,0,7,5,0,1,8,1,1,9,5,0,1,5,2,0,4,5,1,1,9,0,0,0,3,0,0,8,43,51
9,0,e_1,45,49,92,9,0,0,8,5,0,2,7,1,1,10,5,0,1,26,1,1,5,4,1,0,9,0,0,0,3,0,0,4,43,47
11,0,e_1,19,57,92,11,0,0,0,3,0,0,14,1,1,1,5,0,1,11,0,0,0,3,0,0,11,0,0,0,3,0,0,38,35,73
13,0,e_0,13,55,96,13,0,0,0,3,0,0,13,0,0,0,3,0,0,13,0,0,0,3,0,0,13,0,0,0,3,0,0,42,41,83
0,8,e_1,86,92,118,21,2,2,2,4,1,0,3,1,0,3,4,1,0,14,3,3,6,5,0,3,21,2,2,9,5,1,1,6,26,32
4,0,e_0,101,114,136,13,2,1,0,5,0,1,9,1,1,3,5,1,0,7,3,1,9,5,1,2,13,2,1,13,5,1,1,13,22,35
5,0,e_0,99,119,136,12,2,1,0,3,0,0,9,1,1,2,5,1,0,6,3,1,9,5,1,2,12,2,1,13,5,1,1,20,17,37
8,0,e_2,87,94,138,13,2,1,6,5,0,3,25,1,1,3,4,1,0,23,1,1,1,4,1,0,13,2,1,9,5,1,1,7,44,51
9,0,e_2,77,99,138,15,2,1,3,5,0,1,27,1,1,6,4,1,0,26,1,1,5,4,1,0,15,2,1,6,5,1,1,22,39,61
10,0,e_2,67,104,138,17,2,1,0,3,0,0,29,1,1,9,4,1,0,28,1,1,8,4,1,0,17,2,1,3,5,1,1,37,34,71
4,0,e_2,84,124,138,18,2,1,5,5,0,2,30,1,1,4,4,1,0,28,1,1,2,4,1,0,18,2,1,8,5,1,1,40,14,54
2,0,e_3,55,64,156,2,0,0,0,3,0,0,11,1,0,13,4,1,0,9,2,0,11,5,1,1,30,1,1,2,4,1,0,9,92,101
13,0,e_3,87,99,156,8,2,1,9,5,1,1,20,1,1,3,4,1,0,18,1,1,1,4,1,0,7,4,0,6,5,0,4,12,57,69
15,0,e_3,62,107,156,13,1,0,2,5,0,1,26,1,1,11,4,1,0,25,1,1,10,4,1,0,15,0,0,0,3,0,0,45,49,94
3,0,e_3,142,145,156,1,1,0,4,4,1,0,9,1,1,2,5,1,0,18,1,0,15,2,1,0,3,1,1,0,3,0,1,3,11,14
0,7,e_0,125,136,161,9,1,0,3,4,1,0,20,1,1,10,2,0,1,4,1,0,4,4,1,0,9,1,0,9,4,1,0,11,25,36
0,10,e_2,142,143,177,4,1,0,0,3,0,0,12,1,1,2,5,1,0,15,1,1,15,2,1,0,4,1,0,4,4,1,0,1,34,35
10,0,e_1,112,126,192,4,1,0,6,5,1,0,6,2,0,4,5,0,2,28,2,2,8,4,1,1,4,1,0,14,4,1,0,14,66,80
15,0,e_1,120,143,192,26,1,1,8,5,0,1,20,1,1,5,4,1,0,20,2,2,5,4,1,1,26,1,1,11,4,1,0,23,49,72
6,0,e_1,169,172,192,11,1,1,7,4,1,0,15,2,1,9,5,1,1,14,2,2,8,5,1,1,11,1,1,1,5,0,1,3,20,23
2,0,e_1,200,209,217,16,3,1,0,3,0,0,9,1,0,11,4,1,0,9,1,0,11,4,1,0,16,3,1,10,5,1,2,9,8,17
14,0,e_2,157,191,237,14,0,0,4,5,1,0,10,3,1,6,5,2,1,27,1,1,11,4,1,0,14,0,0,0,3,0,0,34,46,80
1,0,e_2,213,232,237,13,2,1,7,4,1,0,6,2,1,7,4,1,1,30,1,1,1,4,1,0,13,2,1,14,4,1,1,19,5,24
6,0,e_0,146,156,238,27,1,1,3,5,1,0,8,1,0,14,4,1,0,14,1,1,0,5,1,0,27,1,1,3,4,1,0,10,82,92
15,0,e_0,150,187,238,17,1,1,4,5,1,1,28,1,1,13,4,1,0,14,1,0,1,5,1,0,17,1,1,2,4,1,0,37,51,88
5,0,e_0,203,219,238,12,3,1,10,4,1,0,5,1,0,0,5,0,1,5,1,0,10,4,1,0,12,3,1,11,5,1,2,16,19,35
1,0,e_0,225,233,238,10,2,1,3,4,1,0,17,1,1,2,5,1,0,2,2,0,3,4,1,1,10,2,1,11,4,1,1,8,5,13
0,10,e_1,209,217,249,15,3,3,2,4,1,0,8,2,0,8,4,1,1,8,1,0,8,4,1,0,15,3,3,13,5,1,2,8,32,40
0,6,e_0,222,238,258,11,2,0,4,4,1,0,19,1,1,1,5,1,0,4,2,0,4,4,1,1,11,2,0,11,1,1,1,16,20,36
7,0,e_3,184,187,260,5,2,1,6,5,0,2,9,2,1,14,5,1,1,25,1,1,2,4,1,0,9,1,1,12,5,0,1,3,73,76
9,0,e_3,163,195,260,9,0,0,0,3,0,0,14,2,1,7,5,1,1,30,1,1,9,4,1,0,13,2,2,6,5,1,1,32,65,97
14,0,e_3,192,212,260,6,3,0,8,5,1,2,30,1,1,14,4,1,0,14,0,0,0,3,0,0,30,1,1,14,4,1,0,20,48,68
11,0,e_3,217,223,260,2,2,0,13,4,1,1,24,2,2,5,4,1,1,11,1,0,0,5,1,0,25,2,2,6,4,1,1,6,37,43
5,0,e_3,180,243,260,8,1,1,5,5,0,1,12,2,1,13,5,1,1,29,1,1,4,4,1,0,12,1,1,11,5,0,1,63,17,80
7,0,e_0,257,263,288,24,1,1,6,2,1,0,11,2,2,12,5,0,2,12,1,1,5,5,0,1,24,1,1,1,4,1,0,6,25,31
4,0,e_0,269,274,288,4,0,0,5,4,1,0,11,1,0,15,4,1,0,11,1,1,9,5,0,1,4,0,0,0,3,0,0,5,14,19
4,0,e_0,270,274,288,4,0,0,5,4,1,1,11,1,0,15,4,1,0,11,1,1,9,5,0,1,4,0,0,0,3,0,0,4,14,18
4,0,e_3,275,290,304,4,0,0,0,3,0,0,30,1,1,4,4,1,0,9,1,0,13,4,1,0,9,1,1,11,5,0,1,15,14,29
13,0,e_1,247,260,317,21,1,1,10,5,1,1,10,1,0,3,5,1,0,11,1,0,2,5,0,1,21,1,1,4,4,1,0,13,57,70
15,0,e_1,228,268,317,25,2,2,3,5,1,0,17,2,2,2,4,1,1,17,2,2,2,4,1,1,25,2,2,10,4,1,1,40,49,89
15,0,e_1,255,268,317,16,1,1,12,5,0,2,10,1,0,5,5,1,0,11,1,0,4,5,0,1,16,1,1,1,4,1,0,13,49,62
3,0,e_1,293,306,317,30,1,1,7,4,1,0,19,2,2,0,5,0,2,5,1,0,8,4,1,0,30,1,1,3,4,1,0,13,11,24
12,0,e_2,240,279,319,24,2,2,0,3,0,0,12,1,0,0,5,1,0,11,2,1,7,5,1,1,24,2,2,6,4,1,1,39,40,79
3,0,e_2,298,308,319,29,1,1,6,4,1,0,17,3,3,2,5,0,3,2,2,0,5,4,1,1,29,1,1,2,4,1,0,10,11,21
0,4,e_3,309,310,326,0,0,0,0,3,0,0,16,3,3,6,5,0,3,2,1,0,2,4,1,0,3,1,0,3,4,1,0,1,16,17
1,0,e_1,327,333,338,11,2,2,0,3,0,0,17,3,2,10,5,1,2,1,0,0,0,3,0,0,11,2,2,4,5,0,2,6,5,11
0,6,e_2,330,331,353,11,2,2,0,3,0,0,17,2,2,11,5,1,1,2,1,1,0,5,0,1,11,2,2,5,5,0,2,1,22,23
2,0,e_1,338,347,357,7,3,1,0,3,0,0,13,2,1,13,5,1,1,9,1,1,1,5,1,0,7,3,1,7,5,1,2,9,10,19
1,0,e_1,345,352,357,6,2,1,2,5,0,1,12,2,1,13,4,1,1,7,1,1,4,5,1,0,6,2,1,7,4,1,1,7,5,12
7,0,e_3,313,337,370,7,1,0,0,5,1,0,14,4,4,7,5,0,4,24,1,1,1,4,1,0,25,1,1,2,4,1,0,24,33,57
8,0,e_3,313,342,370,8,2,0,0,5,1,1,13,4,3,7,5,0,4,23,1,1,1,4,1,0,24,1,1,2,4,1,0,29,28,57
8,0,e_3,324,342,370,4,3,0,4,5,1,2,11,3,2,9,5,1,2,8,0,0,0,3,0,0,8,0,0,0,3,0,0,18,28,46
3,0,e_3,335,359,370,6,2,1,7,5,0,2,13,2,1,12,5,1,1,28,1,1,1,4,1,0,9,1,1,0,5,1,0,24,11,35
8,0,e_0,291,317,387,26,1,1,0,5,0,1,30,1,1,8,4,1,0,30,1,1,8,4,1,0,26,1,1,4,4,1,0,26,70,96
9,0,e_0,294,322,387,24,1,1,1,5,0,2,28,2,2,7,4,1,1,28,1,1,7,4,1,0,24,1,1,3,4,1,0,28,65,93
11,0,e_0,290,330,387,23,1,1,0,3,0,0,27,1,1,8,4,1,0,28,1,1,9,4,1,0,23,1,1,4,4,1,0,40,57,97
11,0,e_0,299,330,387,20,1,1,2,5,0,3,24,2,2,5,4,1,1,25,2,2,6,4,1,1,20,1,1,1,4,1,0,31,57,88
14,0,e_0,312,341,387,14,1,0,7,5,0,3,17,1,1,1,4,1,0,18,1,1,2,4,1,0,14,1,0,0,5,1,0,29,46,75
